"LTER_site","local_site","year","collect_date","plot_num","fert","veg_class","snow","snow_recovery","point","vertical","USDA_Symbol","simple_name","USDA_Scientific_Name","USDA_Common_Name","USDA_Category","USDA_Family","USDA_Family_Common_Name","USDA_Duration","USDA_Growth_Habit"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,39,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,40,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,41,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,42,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,43,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,44,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,45,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,46,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,47,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,48,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,49,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,50,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,51,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,52,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,53,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,54,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,55,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,56,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,56,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,57,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,58,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,58,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,59,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,59,2,"2RF","Rock, fragments",NA,"Rock, fragments",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,60,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,61,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,62,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,63,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,64,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,65,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,66,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,67,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,68,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,69,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,70,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,71,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,71,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,72,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,73,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,74,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,75,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,76,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,77,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,78,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,79,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,79,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,80,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,80,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,81,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,81,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,82,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,82,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,83,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,83,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,84,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,84,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,85,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,86,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,87,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,88,1,"2BARE","Bare Ground",NA,"Bare Ground",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,89,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,90,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,91,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,91,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,92,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,93,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,94,1,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,95,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,95,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,96,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,96,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,97,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,98,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,98,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,99,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",53,"NN","DM",1,0,100,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,1,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,2,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,3,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,4,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,5,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,6,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,7,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,8,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,8,2,"RHIN11","Rhodiola integrifolia","Rhodiola integrifolia Raf.","ledge stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,9,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,9,2,"RHIN11","Rhodiola integrifolia","Rhodiola integrifolia Raf.","ledge stonecrop","Dicot","Crassulaceae","Stonecrop family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,10,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,10,2,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,11,1,"GERO2","Geum rossii","Geum rossii (R. Br.) Ser.","Ross' avens","Dicot","Rosaceae","Rose family","Perennial","Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,12,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,13,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,14,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,15,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,16,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,17,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,18,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,19,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,20,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,21,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,21,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,22,1,"CASC12","Carex scopulorum","Carex scopulorum T. Holm","mountain sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,23,1,"DECE","Deschampsia cespitosa","Deschampsia cespitosa (L.) P. Beauv.","tufted hairgrass","Monocot","Poaceae","Grass family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,23,2,"TRPAP","Trifolium parryi","Trifolium parryi A. Gray ssp. parryi","Parry's clover","Dicot","Fabaceae","Pea family","Perennial","Subshrub, Forb/herb"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,24,1,"2LTR","Litter",NA,"Litter",NA,NA,NA,NA,NA
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,25,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
"Niwot Ridge LTER","SDL snowfence",2016,"m",54,"NN","DM",1,0,26,1,"CAAQ","Carex aquatilis","Carex aquatilis Wahlenb.","water sedge","Monocot","Cyperaceae","Sedge family","Perennial","Graminoid"
